Upload Video,Edit Instruction,Edited Video,Status,timestamp
.gradio\flagged\Upload Video\9fc6a779fd41c335b1cb\287140_small.mp4,remove the cup,"{""video"": "".gradio\\flagged\\Edited Video\\bb426c6859654aa42ab2\\tmpwm4fsufh.mp4"", ""subtitles"": null}",Video processed successfully! Edited 281 / 282 frames.,2025-09-15 12:59:24.240672
